Index,Part Code,SAP Code,Material Description,Part Type,Packaging,Final Code,Noted,Dup check,Final Part Type,10-12M,13-24M,25-36M,>36M,Old SAP code,Program,Part type Detail,IDN
6241,A055K311,600087930,"A055K311-SENDER,LOW COOLANT",New parts,1,A055K311,,1,Parts,,,,,,,New parts,
6242,A2C1988490001,600104032,A2C1988490001- OIL TEMPERATURE SENDER,Local,,A2C1988490001,CIVIL DEFENSE,1,Parts,,,,,,,Local,
6243,IG–NT GC,600104019,IG–NT GC-ComAp Complex Parallel Gen-Set Controller,Local,,IG–NT GC,,1,Parts,,,,,,,Local,
6244,SEV551A4,600104014,SEV551A4-LOC GIO,Local,,SEV551A4,,1,Parts,,,,,,,Local,
6245,IGS-NT-LSM+PMS,600104013,IGS-NT-LSM+PMS-Hardware Key for Load Sharing and Power Management,Local,,IGS-NT-LSM+PMS,,1,Parts,,,,,,,Local,
6246,SMF 1000LA,600104012,SMF 1000LA-Acquy Sebang 12V-100AH,Local,,SMF 1000LA,,1,Parts,,,,,,,Local,
6247,AA2948,600080742,AA2948-Filter,Fleetguard,1,AA2948,,1,Fleetguard,,,,,,,Fleetguard,
6248,AA2950,600068578,AA2950- AIR FILTER,Fleetguard,1,AA2950,,1,Fleetguard,,,,,,,Fleetguard,
6249,AA2956,600091113,AA2956 - AIR FILTER-PRIMARY,Fleetguard,1,AA2956,,1,Fleetguard,,,,,,,Fleetguard,
6250,AA2957,600080235,AA2957 - AIRFILTER PRIMARY,Fleetguard,1,AA2957,,1,Fleetguard,,,,,,,Fleetguard,
6251,AA2958,600027372,AA2958- AIR FILTER,Fleetguard,1,AA2958,,1,Fleetguard,,,,,,,Fleetguard,
6252,AA90138,600070945,AA90138- LOC GIO,Fleetguard,1,AA90138,,1,Fleetguard,,,,,,,Fleetguard,
6253,AA90141,600070944,AA90141- LOC GIO,Fleetguard,1,AA90141,,1,Fleetguard,,,,,,,Fleetguard,
6254,02779-55F,600085430,2779-55F-CAN TU DONG,Local,,02779-55F,,1,Parts,,,,,,,Local,
6255,AD2774500MX,600091760,AD2774500MX - ABJ,Fleetguard,,AD2774500MX,,1,Fleetguard,,,,,,,Fleetguard,
6256,AF1604,600002320,AF1604 - AIR FILTER,Fleetguard,1,AF1604,,1,Fleetguard,,,,,,,Fleetguard,
6257,AF1605M,600002321,AF1605M-Air fliter,Fleetguard,1,AF1605M,,1,Fleetguard,,,,,,,Fleetguard,
6258,AF1606KM,600002322,AF1606KM-Air filter,Fleetguard,1,AF1606KM,,1,Fleetguard,,,,,,,Fleetguard,
6259,AF1638,600002323,AF1638-Air filter,Fleetguard,1,AF1638,,1,Fleetguard,,,,,,,Fleetguard,
6260,AF1663,600003676,AF1663 - AIR FILTER ELEI,Fleetguard,1,AF1663,,1,Fleetguard,,,,,,,Fleetguard,
6261,AF1680,600002324,AF1680-Air filter,Fleetguard,1,AF1680,,1,Fleetguard,,,,,,,Fleetguard,
6262,AF1733KM,600002326,AF1733KM-Air filter,Fleetguard,1,AF1733KM,,1,Fleetguard,,,,,,,Fleetguard,
6263,AF1735K,600002327,AF1735K-Air filter element,Fleetguard,1,AF1735K,,1,Fleetguard,,,,,,,Fleetguard,
6264,AF1738,600002328,AF1738-AIRFILTER,Fleetguard,1,AF1738,,1,Fleetguard,,,,,,,Fleetguard,
6265,AF1740,600003576,Air filter,Fleetguard,1,AF1740,,1,Fleetguard,,,,,,,Fleetguard,
6266,AF1767,600002329,AF1767-Air filter,Fleetguard,1,AF1767,,1,Fleetguard,,,,,,,Fleetguard,
6267,AF1768M,600002330,AF1768M-Air filter,Fleetguard,1,AF1768M,,1,Fleetguard,,,,,,,Fleetguard,
6268,AF1791,600002331,AF1791-Air filter,Fleetguard,1,AF1791,,1,Fleetguard,,,,,,,Fleetguard,
6269,AF1801,600002332,AF1801-Air filter,Fleetguard,1,AF1801,,1,Fleetguard,,,,,,,Fleetguard,
6270,AF1802,600002333,AF1802-Air filter,Fleetguard,1,AF1802,,1,Fleetguard,,,,,,,Fleetguard,
6271,AF1804,600004441,AF1804-AIR FILTER,Fleetguard,1,AF1804,,1,Fleetguard,,,,,,,Fleetguard,
6272,AF1805M,600002334,AF1805M-Airfliter elei,Fleetguard,1,AF1805M,,1,Fleetguard,,,,,,,Fleetguard,
6273,AF1811,600002335,AF1811-Air filter,Fleetguard,1,AF1811,,1,Fleetguard,,,,,,,Fleetguard,
6274,AF1822,600002336,AF1822-Air filter,Fleetguard,6,AF1822,,1,Fleetguard,,,,,,,Fleetguard,
6275,AF1840,600002338,AF1840-Air filter element,Fleetguard,1,AF1840,,1,Fleetguard,,,,,,,Fleetguard,
6276,AF1841,600002339,AF1841-Air filter,Fleetguard,1,AF1841,,1,Fleetguard,,,,,,,Fleetguard,
6277,AF1843,600002340,AF1843-Air filter,Fleetguard,1,AF1843,,1,Fleetguard,,,,,,,Fleetguard,
6278,AF1846,600002341,AF1846-Air filter element,Fleetguard,1,AF1846,,1,Fleetguard,,,,,,,Fleetguard,
6279,AF1850,600002342,AF1850-Air filter,Fleetguard,1,AF1850,,1,Fleetguard,,,,,,,Fleetguard,
6280,AF1855,600002344,AF1855-Air filter,Fleetguard,1,AF1855,,1,Fleetguard,,,,,,,Fleetguard,
6281,AF1862M,600002345,AF1862M-Air filter,Fleetguard,1,AF1862M,,1,Fleetguard,,,,,,,Fleetguard,
6282,AF1863M,600002347,AF1863M-Air Filter,Fleetguard,1,AF1863M,,1,Fleetguard,,,,,,,Fleetguard,
6283,AF1869,600002349,AF1869-Air filter element,Fleetguard,1,AF1869,,1,Fleetguard,,,,,,,Fleetguard,
6284,AF1892,600002352,AF1892-Air filter,Fleetguard,1,AF1892,,1,Fleetguard,,,,,,,Fleetguard,
6285,AF1894M,600002354,AF1894M-Air filter element,Fleetguard,1,AF1894M,,1,Fleetguard,,,,,,,Fleetguard,
6286,AF1897M,600002355,AF1897M-Air fliter,Fleetguard,1,AF1897M,,1,Fleetguard,,,,,,,Fleetguard,
6287,AF1902M,600022133,AF1902M-AIR FILTER,Fleetguard,1,AF1902M,,1,Fleetguard,,,,,,,Fleetguard,
6288,AF1903M,600002356,AF1903M-Air filter,Fleetguard,1,AF1903M,,1,Fleetguard,,,,,,,Fleetguard,
6289,AF1904M,600002357,AF1904M-Air filter,Fleetguard,1,AF1904M,,1,Fleetguard,,,,,,,Fleetguard,
6290,AF1905M,600002358,AF1905M-Air filter,Fleetguard,1,AF1905M,,1,Fleetguard,,,,,,,Fleetguard,
6291,AF1921M,600002362,AF1921M-Air filter,Fleetguard,1,AF1921M,,1,Fleetguard,,,,,,,Fleetguard,
6292,AF1922m,600002364,AF1922m-Air filter element,Fleetguard,1,AF1922m,,1,Fleetguard,,,,,,,Fleetguard,
6293,AF1929,600002365,AF1929-Air Filter,Fleetguard,1,AF1929,,1,Fleetguard,,,,,,,Fleetguard,
6294,AF1934M,600002366,AF1934M-Air filter,Fleetguard,1,AF1934M,,1,Fleetguard,,,,,,,Fleetguard,
6295,AF1935M,600002367,AF1935M-Air filter,Fleetguard,1,AF1935M,,1,Fleetguard,,,,,,,Fleetguard,
6296,AF1966,600002368,AF1966-Air filter element,Fleetguard,1,AF1966,,1,Fleetguard,,,,,,,Fleetguard,
6297,AF1968,600027529,AF1968- AIR FILTER,Fleetguard,1,AF1968,,1,Fleetguard,,,,,,,Fleetguard,
6298,AF1968M,600002369,AF1968M - Air filter element,Fleetguard,1,AF1968M,,1,Fleetguard,,,,,,,Fleetguard,
6299,AF1969,600002370,AF1969 - Air filter,Fleetguard,1,AF1969,,1,Fleetguard,,,,,,,Fleetguard,
6300,AF1969M,600002371,AF1969M-Air filter,Fleetguard,1,AF1969M,,1,Fleetguard,,,,,,,Fleetguard,
6301,AF1978,600002372,AF1978-Air filter,Fleetguard,1,AF1978,,1,Fleetguard,,,,,,,Fleetguard,
6302,AF25031,600016572,AF25031 - AIRFILTER ELEI,Fleetguard,1,AF25031,,1,Fleetguard,,,,,,,Fleetguard,
6303,AF2504,600002373,AF2504-AIRFILTER,Fleetguard,,AF2504,,1,Fleetguard,,,,,,,Fleetguard,
6304,AF25060KM,600002375,AF25060KM-Air fliter,Fleetguard,1,AF25060KM,,1,Fleetguard,,,,,,,Fleetguard,
6305,AF25064,600002377,AF25064-Air filter,Fleetguard,1,AF25064,,1,Fleetguard,,,,,,,Fleetguard,
6306,AF25090,600002379,AF25090-Air filter,Fleetguard,,AF25090,,1,Fleetguard,,,,,,,Fleetguard,
6307,AF251,600098251,AF251 - AIR FILTER-RADIAL SEAL PRIMARY,Fleetguard,6,AF251,,1,Fleetguard,,,,,,,Fleetguard,
6308,AF25125M,600002380,AF25125M-Air fliter,Fleetguard,1,AF25125M,,1,Fleetguard,,,,,,,Fleetguard,
6309,AF25126M,600002382,AF25126M - Airfilter element,Fleetguard,1,AF25126M,,1,Fleetguard,,,,,,,Fleetguard,
6310,AF25129M,600002384,AF25129M-Airfilter element,Fleetguard,1,AF25129M,,1,Fleetguard,,,,,,,Fleetguard,
6311,AF25130M,600002385,AF25130M-Air filter,Fleetguard,1,AF25130M,,1,Fleetguard,,,,,,,Fleetguard,
6312,AF25131M,600002386,AF25131M-Air filter,Fleetguard,1,AF25131M,,1,Fleetguard,,,,,,,Fleetguard,
6313,AF25132M,600002387,AF25132M-Air filter,Fleetguard,1,AF25132M,,1,Fleetguard,,,,,,,Fleetguard,
6314,AF25135M,600002388,AF25135M-Air fliter,Fleetguard,1,AF25135M,,1,Fleetguard,,,,,,,Fleetguard,
6315,AF25136M,600002389,AF25136M-Air fliter,Fleetguard,1,AF25136M,,1,Fleetguard,,,,,,,Fleetguard,
6316,AF25137M,600003974,AF25137M-Airfilter Element,Fleetguard,1,AF25137M,,1,Fleetguard,,,,,,,Fleetguard,
6317,AF25138M,600004142,AF25138M-Air filter,Fleetguard,1,AF25138M,,1,Fleetguard,,,,,,,Fleetguard,
6318,AF25139M,600014542,AF25139M - AIR FILTER,Fleetguard,1,AF25139M,,1,Fleetguard,,,,,,,Fleetguard,
6319,AF25155,600091888,AF25155 - AIR FILTER-RADIAL SEAL SECONDA,Fleetguard,1,AF25155,,1,Fleetguard,,,,,,,Fleetguard,
6320,AF25156,600091889,AF25156 - AIR FILTER-RADIAL SEAL PRIMARY,Fleetguard,1,AF25156,,1,Fleetguard,,,,,,,Fleetguard,
6321,AF25219,600002390,AF25219-Air filter,Fleetguard,,AF25219,,1,Fleetguard,,,,,,,Fleetguard,
6322,AF25222,600014543,AF25222 - AIR FILTER,Fleetguard,1,AF25222,,1,Fleetguard,,,,,,,Fleetguard,
6323,AF25250,600015742,AF25250 - AIRFILTER,Fleetguard,1,AF25250,,1,Fleetguard,,,,,,,Fleetguard,
6324,AF25262,600002391,AF25262-Air fliter,Fleetguard,1,AF25262,,1,Fleetguard,,,,,,,Fleetguard,
6325,AF25263,600002392,AF25263-Air fliter,Fleetguard,1,AF25263,,1,Fleetguard,,,,,,,Fleetguard,
6326,AF25267,600030070,AF25267-AIR FILTER,Fleetguard,1,AF25267,,1,Fleetguard,,,,,,,Fleetguard,
6327,AF25278,600002393,AF25278-Air filter,Fleetguard,1,AF25278,,1,Fleetguard,,,,,,,Fleetguard,
6328,AF25288M,600002394,AF25288M-Air filter,Fleetguard,1,AF25288M,,1,Fleetguard,,,,,,Mining,Fleetguard,
6329,AF25289M,600002395,AF25289M-Air filter,Fleetguard,1,AF25289M,,1,Fleetguard,,,,,,,Fleetguard,
6330,AF25291,600028629,AF25291- AIR FILTER,Fleetguard,1,AF25291,,1,Fleetguard,,,,,,,Fleetguard,
6331,AF25292,600027373,AF25292-AIR FILTER,Fleetguard,1,AF25292,,1,Fleetguard,,,,,,,Fleetguard,
6332,AF25295,600002396,AF25295-Air filter element,Fleetguard,1,AF25295,,1,Fleetguard,,,,,,,Fleetguard,
6333,AF25306,600002397,AF25306-Air Filter,Fleetguard,10,AF25306,,1,Fleetguard,,,,,,,Fleetguard,
6334,AF25312,600002398,AF25312-Air filter,Fleetguard,1,AF25312,,1,Fleetguard,,,,,,,Fleetguard,
6335,AF25313,600032229,AF25313-AIRFILTER,Fleetguard,1,AF25313,,1,Fleetguard,,,,,,,Fleetguard,
6336,AF25314,600002399,AF25314-Airfilter,Fleetguard,1,AF25314,,1,Fleetguard,,,,,,,Fleetguard,
6337,AF25318,600002400,AF25318-Air fliter,Fleetguard,1,AF25318,,1,Fleetguard,,,,,,,Fleetguard,
6338,AF25319,600030910,AF25319-AIR FILTER,Fleetguard,1,AF25319,,1,Fleetguard,,,,,,,Fleetguard,
6339,AF25333,600002401,AF25333-AIRFILTER,Fleetguard,1,AF25333,,1,Fleetguard,,,,,,,Fleetguard,
6340,AF25352,600002402,AF25352-Air filter,Fleetguard,,AF25352,,1,Fleetguard,,,,,,,Fleetguard,
6341,AF25365,600031376,AF25365-AIR FILTER,Fleetguard,1,AF25365,,1,Fleetguard,,,,,,,Fleetguard,
6342,AF25374,600003587,AF25374-AIR FILTER,Fleetguard,1,AF25374,,1,Fleetguard,,,,,,,Fleetguard,
6343,AF25379,600002403,AF25379-Air filter,Fleetguard,12,AF25379,,1,Fleetguard,,,,,,,Fleetguard,
6344,AF25380,600002404,AF25380-Air filter,Fleetguard,12,AF25380,,1,Fleetguard,,,,,,,Fleetguard,
6345,AF25382,600003606,AF25382 - AIR FILTER,Fleetguard,1,AF25382,,1,Fleetguard,,,,,,,Fleetguard,
6346,AF25383,600030071,AF25383-AIR FILTER,Fleetguard,1,AF25383,,1,Fleetguard,,,,,,,Fleetguard,
6347,AF25399,600003677,AF25399 - AIR FILTER ELEI,Fleetguard,6,AF25399,,1,Fleetguard,,,,,,,Fleetguard,
6348,AF25412,600002406,AF25412-Air fliter,Fleetguard,1,AF25412,,1,Fleetguard,,,,,,,Fleetguard,
6349,AF25414,600002408,AF25414-Air fliter,Fleetguard,1,AF25414,,1,Fleetguard,,,,,,,Fleetguard,
6350,AF25424,600002409,AF25424-AIRFILTER ELEMENT,Fleetguard,1,AF25424,,1,Fleetguard,,,,,,,Fleetguard,
6351,AF25433,600002410,AF25433-Air filter,Fleetguard,1,AF25433,,1,Fleetguard,,,,,,,Fleetguard,
6352,AF25434,600027995,AF25434 - AIR FILTER ELEI,Fleetguard,1,AF25434,,1,Fleetguard,,,,,,,Fleetguard,
6353,AF25436,600002411,AF25436-Airfilter,Fleetguard,1,AF25436,,1,Fleetguard,,,,,,,Fleetguard,
6354,AF25437,600002412,AF25437-DIRECT MOUNT AIR SYSTEM,Fleetguard,1,AF25437,,1,Fleetguard,,,,,,,Fleetguard,
6355,AF25439,600003638,AF25439-Air filter,Fleetguard,1,AF25439,,1,Fleetguard,,,,,,,Fleetguard,
6356,AF25441,600002413,AF25441-Air filter,Fleetguard,1,AF25441,,1,Fleetguard,,,,,,,Fleetguard,
6357,AF25452,600014850,AF25452 - AIR FILTER,Fleetguard,1,AF25452,,1,Fleetguard,,,,,,,Fleetguard,
6358,AF25453,600014544,AF25453- AIR FILTER,Fleetguard,,AF25453,,1,Fleetguard,,,,,,,Fleetguard,
6359,AF25454,600002414,AF25454-Air filter,Fleetguard,1,AF25454,,1,Fleetguard,,,,,,Mining,Fleetguard,
6360,AF25468,600002415,AF25468-Air filter,Fleetguard,1,AF25468,,1,Fleetguard,,,,,,,Fleetguard,
6361,AF25485,600010020,AF25485 - AIR FILTER,Fleetguard,,AF25485,,1,Fleetguard,,,,,,,Fleetguard,
6362,AF25491,600002416,AF25491-Air filter,Fleetguard,1,AF25491,,1,Fleetguard,,,,,,,Fleetguard,
6363,AF25492,600002417,AF25492-Air filter,Fleetguard,1,AF25492,,1,Fleetguard,,,,,,,Fleetguard,
6364,AF25523,600002419,AF25523-Air filter,Fleetguard,1,AF25523,,1,Fleetguard,,,,,,,Fleetguard,
6365,AF25526,600002420,AF25526-Air filter,Fleetguard,1,AF25526,,1,Fleetguard,,,,,,,Fleetguard,
6366,AF25539,600002421,AF25539-Air fliter,Fleetguard,1,AF25539,,1,Fleetguard,,,,,,,Fleetguard,
6367,AF25544,600070663,AF25544- LOC GIO,Fleetguard,1,AF25544,,1,Fleetguard,,,,,,,Fleetguard,
6368,AF25545,600070664,AF25545- LOC GIO,Fleetguard,1,AF25545,,1,Fleetguard,,,,,,,Fleetguard,
6369,AF25546,600066160,AF25546-AIR FILTER,Fleetguard,1,AF25546,,1,Fleetguard,,,,,,,Fleetguard,
6370,AF25547,600002422,AF25547-Air flitter,Fleetguard,1,AF25547,,1,Fleetguard,,,,,,,Fleetguard,
6371,AF25552,600029910,AF25552-AIR FILTER (#AF25576),Fleetguard,1,AF25552,,1,Fleetguard,,,,,,,Fleetguard,
6372,AF25553,600043562,AF25553-AIR FILTER,Fleetguard,1,AF25553,,1,Fleetguard,,,,,,,Fleetguard,
6373,AF25554(#AF25497),600032239,AF25554(#AF25497)-AIR FILTER,Fleetguard,,AF25554(#AF25497),,1,Fleetguard,,,,,,,Fleetguard,
6374,AF25555,600002424,AF25555-Airfilter Element,Fleetguard,1,AF25555,,1,Fleetguard,,,,,,,Fleetguard,
6375,AF25556,600082742,AF25556-AIR FILTER,Fleetguard,1,AF25556,,1,Fleetguard,,,,,,,Fleetguard,
6376,AF25557,600030072,AF25557-AIR FILTER,Fleetguard,1,AF25557,,1,Fleetguard,,,,,,,Fleetguard,
6377,AF25558,600003678,AF25558 - AIR FILTER ELEI,Fleetguard,1,AF25558,,1,Fleetguard,,,,,,,Fleetguard,
6378,AF25561,600030073,AF25561-AIR FILTER,Fleetguard,1,AF25561,,1,Fleetguard,,,,,,,Fleetguard,
6379,AF25569,600089549,AF25569-AIR FILTER-RADIAL SEAL PRIMARY,Fleetguard,,AF25569,,1,Fleetguard,,,,,,,Fleetguard,
6380,AF25573,600070943,AF25573- LOC GIO,Fleetguard,1,AF25573,,1,Fleetguard,,,,,,,Fleetguard,
6381,AF25589,600002427,AF25589-Airfilter Element,Fleetguard,1,AF25589,,1,Fleetguard,,,,,,,Fleetguard,
6382,AF25591,600002428,AF25591-Air Filter,Fleetguard,1,AF25591,,1,Fleetguard,,,,,,,Fleetguard,
6383,AF25593,600002429,AF25593-Air filter,Fleetguard,1,AF25593,,1,Fleetguard,,,,,,,Fleetguard,
6384,AF25614,600027375,AF25614-AIR FILTER,Fleetguard,1,AF25614,,1,Fleetguard,,,,,,,Fleetguard,
6385,AF25618,600027996,AF25618 - AIR FILTER ELEI,Fleetguard,1,AF25618,,1,Fleetguard,,,,,,,Fleetguard,
6386,AF25619,600002430,AF25619-Air filter,Fleetguard,1,AF25619,,1,Fleetguard,,,,,,,Fleetguard,
6387,AF25620,600002431,AF25620-Air filter,Fleetguard,1,AF25620,,1,Fleetguard,,,,,,,Fleetguard,
6388,AF25624,600002432,AF25624 - Airfilter (L#c gi#),Fleetguard,1,AF25624,,1,Fleetguard,,,,,,Mining,Fleetguard,
6389,AF25627,600002433,AF25627-Air Fliter,Fleetguard,1,AF25627,,1,Fleetguard,,,,,,,Fleetguard,
6390,AF25640,600030776,AF25640-AIR FILTER,Fleetguard,12,AF25640,,1,Fleetguard,,,,,,,Fleetguard,
6391,AF25657,600003583,AF25657-AIR FILTER,Fleetguard,,AF25657,,1,Fleetguard,,,,,,,Fleetguard,
6392,AF25659,600020040,AF25659- AIRFILTER ELEMENT,Fleetguard,,AF25659,,1,Fleetguard,,,,,,,Fleetguard,
6393,AF25667,600003584,AF25667-AIR FILTER,Fleetguard,1,AF25667,,1,Fleetguard,,,,,,,Fleetguard,
6394,AF25672,600002437,AF25672-Air filter,Fleetguard,,AF25672,,1,Fleetguard,,,,,,,Fleetguard,
6395,AF25694,600031297,AF25694-AIR FILTER,Fleetguard,1,AF25694,,1,Fleetguard,,,,,,,Fleetguard,
6396,AF25708,600073415,AF25708-AIR FILTER,Fleetguard,1,AF25708,,1,Fleetguard,,,,,,,Fleetguard,
6397,AF25708M,600002438,AF25708M- Airfilter,Fleetguard,1,AF25708M,,1,Fleetguard,,,,,,,Fleetguard,
6398,AF25721,600002440,AF25721-Air filter,Fleetguard,,AF25721,,1,Fleetguard,,,,,,,Fleetguard,
6399,AF25723,600002441,AF25723-Air fliter,Fleetguard,,AF25723,,1,Fleetguard,,,,,,,Fleetguard,
6400,AF25726,600002444,AF25726-Air fliter,Fleetguard,,AF25726,,1,Fleetguard,,,,,,,Fleetguard,
6401,AF25734,600002446,AF25734-AIRFILTER,Fleetguard,1,AF25734,,1,Fleetguard,,,,,,,Fleetguard,
6402,AF25748,600010315,AF25748 - AIR FILTER,Fleetguard,1,AF25748,,1,Fleetguard,,,,,,,Fleetguard,
6403,AF25749,600081783,AF25749 - AIR FILTER-RADIAL SEAL SECONDA,Fleetguard,1,AF25749,,1,Fleetguard,,,,,,,Fleetguard,
6404,AF25756,600020997,AF25756 - AIRFILTER,Fleetguard,1,AF25756,,1,Fleetguard,,,,,,,Fleetguard,
6405,AF25772,600002447,AF25772-Air filter,Fleetguard,1,AF25772,,1,Fleetguard,,,,,,,Fleetguard,
6406,AF25780,600031550,AF25780-AIRFILTER,Fleetguard,,AF25780,,1,Fleetguard,,,,,,,Fleetguard,
6407,AF25781,600020998,AF25781 - AIRFILTER,Fleetguard,,AF25781,,1,Fleetguard,,,,,,,Fleetguard,
6408,AF25794,600002448,AF25794-Airfilter,Fleetguard,1,AF25794,,1,Fleetguard,,,,,,,Fleetguard,
6409,AF25795,600002449,AF25795-Airfilter,Fleetguard,1,AF25795,,1,Fleetguard,,,,,,,Fleetguard,
6410,AF25801,600014556,AF25801- AIR FILTER,Fleetguard,1,AF25801,,1,Fleetguard,,,,,,,Fleetguard,
6411,AF25829,600010214,AF25829 - AIR FILTER,Fleetguard,1,AF25829,,1,Fleetguard,,,,,,,Fleetguard,
6412,AF25830,600002451,AF25830 - Airfilter element,Fleetguard,1,AF25830,,1,Fleetguard,,,,,,,Fleetguard,
6413,AF25870,600084926,AF25870-AIRFILTER ELEMENT,Fleetguard,1,AF25870,,1,Fleetguard,,,,,,,Fleetguard,
6414,AF25871,600084927,AF25871-AIRFILTER ELEMENT,Fleetguard,1,AF25871,,1,Fleetguard,,,,,,,Fleetguard,
6415,AF25876,600027376,AF25876-AIR FILTER,Fleetguard,1,AF25876,,1,Fleetguard,,,,,,,Fleetguard,
6416,AF25886,600101581,AF25886 - DIRECT MOUNT AIR SYSTEM,Fleetguard,1,AF25886,,1,Fleetguard,,,,,,,Fleetguard,
6417,AF25894,600022135,AF25894-AIR FILTER,Fleetguard,1,AF25894,,1,Fleetguard,,,,,,,Fleetguard,
6418,AF25896,600027377,AF25896- AIR FILTER,Fleetguard,1,AF25896,,1,Fleetguard,,,,,,,Fleetguard,
6419,AF25897,600002452,AF25897-AIRFILTER,Fleetguard,1,AF25897,,1,Fleetguard,,,,,,,Fleetguard,
6420,AF25904,600003679,AF25904 - AIR FILTER ELEI,Fleetguard,1,AF25904,,1,Fleetguard,,,,,,,Fleetguard,
6421,AF25910,600002453,AF25910-Airfilter,Fleetguard,1,AF25910,,1,Fleetguard,,,,,,,Fleetguard,
6422,AF25911,600002454,AF25911-Airfilter,Fleetguard,1,AF25911,,1,Fleetguard,,,,,,,Fleetguard,
6423,AF25953,600002455,AF25953-Air fliter,Fleetguard,1,AF25953,,1,Fleetguard,,,,,,,Fleetguard,
6424,AF25957,600027997,AF25957 - AIR FILTER ELEI,Fleetguard,1,AF25957,,1,Fleetguard,,,,,,,Fleetguard,
6425,AF25962,600080070,AF25962 - AIR FILTER-OPTIAIRPRIMARY,Fleetguard,1,AF25962,,1,Fleetguard,,,,,,,Fleetguard,
6426,AF25963,600080071,AF25963 - AIR FILTER-OPTIAIRSECONDARY,Fleetguard,1,AF25963,,1,Fleetguard,,,,,,,Fleetguard,
6427,AF25964,600002456,AF25964-Airfilter,Fleetguard,1,AF25964,,1,Fleetguard,,,,,,,Fleetguard,
6428,AF25969,600091745,AF25969 -  AIR FILTER-RADIAL SEAL PRIMAR,Fleetguard,1,AF25969,,1,Fleetguard,,,,,,,Fleetguard,
6429,AF26044,600070505,AF26044- LOC GIO,Fleetguard,8,AF26044,,1,Fleetguard,,,,,,,Fleetguard,
6430,AF26085,600103783,AF26085-AIR FILTER-SECONDARY,Fleetguard,1,AF26085,600103788,1,Fleetguard,,,,,,,Fleetguard,
6431,3920219,600097892,"3920219 - Tube, Injector Fuel Supply",New parts,1,3920219,,1,Parts,,,,,,,New parts,
6432,AF26094,600092374,AF26094 - Air Filter,Fleetguard,1,AF26094,,1,Fleetguard,,,,,,,Fleetguard,
6433,AF26103,600081636,AF26103 - AIR FILTER-OPTIAIR PRIMARY,Fleetguard,1,AF26103,,1,Fleetguard,,,,,,,Fleetguard,
6434,AF26113,600045717,AF26113-AIRFILTER,Fleetguard,12,AF26113,,1,Fleetguard,,,,,,,Fleetguard,
6435,AF26114,600003585,AF26114-AIR FILTER,Fleetguard,1,AF26114,,1,Fleetguard,,,,,,,Fleetguard,
6436,AF26124,600104828,AF26124-AIR FILTER-OPTIAIR PRIMARY,Fleetguard,1,AF26124,,1,Fleetguard,,,,,,,Fleetguard,
6437,AF26127,600003578,AF26127 Air filter,Fleetguard,,AF26127,,1,Fleetguard,,,,,,,Fleetguard,
6438,AF26147,600002457,AF26147-Airfliter,Fleetguard,1,AF26147,,1,Fleetguard,,,,,,,Fleetguard,
6439,AF26173,600010758,AF26173 - AIR FILTER,Fleetguard,1,AF26173,,1,Fleetguard,,,,,,,Fleetguard,
6440,AF26181,600003579,AF26181-AIR FILTER,Fleetguard,,AF26181,,1,Fleetguard,,,,,,,Fleetguard,
6441,AF26185,600074879,AF26185- LOC GIO,Fleetguard,1,AF26185,,1,Fleetguard,,,,,,,Fleetguard,
6442,AF26186,600031020,AF26186-AIR FILTER,Fleetguard,1,AF26186,,1,Fleetguard,,,,,,,Fleetguard,
6443,AF26194,600003841,AF26194 - AIR FILTER ELEI,Fleetguard,1,AF26194,,1,Fleetguard,,,,,,Mining,Fleetguard,
6444,AF26207,600030074,AF26207-AIR FILTER,Fleetguard,1,AF26207,,1,Fleetguard,,,,,,Mining,Fleetguard,
6445,AF26208,600030777,AF26208-AIR FILTER,Fleetguard,1,AF26208,,1,Fleetguard,,,,,,,Fleetguard,
6446,AF26237,600016455,"AF26237- PAC, AF",Fleetguard,1,AF26237,,1,Fleetguard,,,,,,,Fleetguard,
6447,AF26249,600018750,AF26249 - AIRFILTER ELEI,Fleetguard,1,AF26249,,1,Fleetguard,,,,,,,Fleetguard,
6448,AF26267,600027378,AF26267-AIR FILTER,Fleetguard,1,AF26267,,1,Fleetguard,,,,,,,Fleetguard,
6449,AF26339,600087232,AF26339-AIR FILTER,Fleetguard,1,AF26339,,1,Fleetguard,,,,,,,Fleetguard,
6450,AF26384,600027998,"AF26384 - PAC, AF",Fleetguard,1,AF26384,,1,Fleetguard,,,,,,,Fleetguard,
6451,AF26395,600029911,AF26395-AIR FILTER (#AF25723),Fleetguard,1,AF26395,,1,Fleetguard,,,,,,,Fleetguard,
6452,AF26396,600029114,AF26396 - AIR FILTER,Fleetguard,1,AF26396,,1,Fleetguard,,,,,,,Fleetguard,
6453,AF26397,600075756,AF26397- LOC GIO,Fleetguard,1,AF26397,,1,Fleetguard,,,,,,,Fleetguard,
6454,AF26399,600020041,AF26399- AIR FILTER ( # AF25767),Fleetguard,1,AF26399,,1,Fleetguard,,,,,,,Fleetguard,
6455,AF26400,600090642,AF26400-AIRFILTER ELEMENT,Fleetguard,1,AF26400,,1,Fleetguard,,,,,,,Fleetguard,
6456,AF26401,600030183,AF26401 - AIR FILTER (#AF25769),Fleetguard,1,AF26401,,1,Fleetguard,,,,,,,Fleetguard,
