Index,Part Code,SAP Code,Material Description,Part Type,Packaging,Final Code,Noted,Dup check,Final Part Type,10-12M,13-24M,25-36M,>36M,Old SAP code,Program,Part type Detail,IDN
6457,AF26402,600029912,AF26402-AIR FILTER (#AF25770),Fleetguard,1,AF26402,,1,Fleetguard,,,,,,,Fleetguard,
6458,AF26409,600029638,AF26409 - AIRFILTER,Fleetguard,36,AF26409,,1,Fleetguard,,,,,,,Fleetguard,
6459,AF26455,600027999,AF26455 - AIR FILTER,Fleetguard,1,AF26455,,1,Fleetguard,,,,,,,Fleetguard,
6460,AF26483,600088534,AF26483-AIRFILTER ELEMENT,Fleetguard,4,AF26483,,1,Fleetguard,,,,,,,Fleetguard,
6461,AF26490,600032693,AF26490-AIR FILTER,Fleetguard,1,AF26490,,1,Fleetguard,,,,,,,Fleetguard,
6462,AF26491,600032694,AF26491-AIR FILTER,Fleetguard,1,AF26491,,1,Fleetguard,,,,,,,Fleetguard,
6463,AF26492,600032234,AF26492-AIRFILTER,Fleetguard,1,AF26492,,1,Fleetguard,,,,,,,Fleetguard,
6464,AF265,600002459,AF265-Air filter,Fleetguard,1,AF265,,1,Fleetguard,,,,,,,Fleetguard,
6465,AF26660,600029639,"AF26660 - PAC, AF",Fleetguard,1,AF26660,,1,Fleetguard,,,,,,,Fleetguard,
6466,AF26664,600085331,AF26664-AIR FILTER-PRIMARY,Fleetguard,1,AF26664,,1,Fleetguard,,,,,,,Fleetguard,
6467,AF26668,600029680,AF26668 - AIR FILTER,Fleetguard,1,AF26668,,1,Fleetguard,,,,,,,Fleetguard,
6468,AF26675,600029682,AF26675 - AIRFILTER ELEI,Fleetguard,24,AF26675,,1,Fleetguard,,,,,,,Fleetguard,
6469,AF27817,600086787,AF27817-AIRFILTER ELEMENT,Fleetguard,,AF27817,,1,Fleetguard,,,,,,,Fleetguard,
6470,AF27819,600067735,AF27819-AIR FILTER -LOC GIO,Fleetguard,12,AF27819,,1,Fleetguard,,,,,,,Fleetguard,
6471,AF27843,600085332,AF27843- AIR FILTER-SECONDARY,Fleetguard,1,AF27843,,1,Fleetguard,,,,,,,Fleetguard,
6472,AF27857,600045495,AF27857-AIRFILTER,Fleetguard,1,AF27857,,1,Fleetguard,,,,,,,Fleetguard,
6473,AF27867,600084928,AF27867-AIRFILTER ELEMENT,Fleetguard,1,AF27867,,1,Fleetguard,,,,,,,Fleetguard,
6474,AF27993NF,600104624,AF27993NF-AIRFILTER-RADIALSEALPRIMA,Fleetguard,1,AF27993NF,,1,Fleetguard,,,,,,,Fleetguard,
6475,AF27994,600104625,AF27994-AIRFILTER-RADIALSEALSECONDARY,Fleetguard,1,AF27994,,1,Fleetguard,,,,,,,Fleetguard,
6476,AF331,600003680,AF331 - AIR FILTER ELEI,Fleetguard,1,AF331,,1,Fleetguard,,,,,,,Fleetguard,
6477,AF335M,600002462,AF335M-Air filter,Fleetguard,1,AF335M,,1,Fleetguard,,,,,,,Fleetguard,
6478,AF346KM,600033404,AF346KM-AIRFILTER,Fleetguard,1,AF346KM,,1,Fleetguard,,,,,,,Fleetguard,
6479,AF350K,600002464,AF350K-Air filter element,Fleetguard,1,AF350K,,1,Fleetguard,,,,,,,Fleetguard,
6480,AF351K,600002466,AF351K-Air fliter,Fleetguard,1,AF351K,,1,Fleetguard,,,,,,,Fleetguard,
6481,AF361,600015300,AF361- AIR FILTER,Fleetguard,1,AF361,,1,Fleetguard,,,,,,,Fleetguard,
6482,AF361M,600092375,AF361M - Air Filter,Fleetguard,1,AF361M,,1,Fleetguard,,,,,,,Fleetguard,
6483,AF362,600002468,AF362-Air filter,Fleetguard,1,AF362,,1,Fleetguard,,,,,,,Fleetguard,
6484,AF4058,600002471,AF4058-Air filter,Fleetguard,1,AF4058,,1,Fleetguard,,,,,,,Fleetguard,
6485,AF4059K,600002472,AF4059K-Air filter,Fleetguard,1,AF4059K,,1,Fleetguard,,,,,,,Fleetguard,
6486,AF4060,600002473,AF4060-Air filter,Fleetguard,1,AF4060,,1,Fleetguard,,,,,,,Fleetguard,
6487,AF4064,600002474,AF4064-Airfilter element,Fleetguard,1,AF4064,,1,Fleetguard,,,,,,,Fleetguard,
6488,AF407,600018322,AF407- AIR FILTER,Fleetguard,,AF407,,1,Fleetguard,,,,,,,Fleetguard,
6489,AF4083,600027379,AF4083-AIR FILTER,Fleetguard,12,AF4083,,1,Fleetguard,,,,,,,Fleetguard,
6490,AF4088,600002476,AF4088-Air filter,Fleetguard,1,AF4088,,1,Fleetguard,,,,,,,Fleetguard,
6491,AF409K,600002477,AF409K-Airfilter element,Fleetguard,1,AF409K,,1,Fleetguard,,,,,,,Fleetguard,
6492,AF410,600022136,AF410-AIR FILTER,Fleetguard,1,AF410,,1,Fleetguard,,,,,,,Fleetguard,
6493,AF4100,600002479,AF4100-Air filter,Fleetguard,1,AF4100,,1,Fleetguard,,,,,,,Fleetguard,
6494,AF4103,600002480,AF4103-Air filter,Fleetguard,1,AF4103,,1,Fleetguard,,,,,,,Fleetguard,
6495,AF413,600002483,AF413-Air filter,Fleetguard,1,AF413,,1,Fleetguard,,,,,,,Fleetguard,
6496,AF4137,600002484,AF4137-Air fliter,Fleetguard,1,AF4137,,1,Fleetguard,,,,,,,Fleetguard,
6497,AF4149,600029681,AF4149 - AIRFILTER,Fleetguard,1,AF4149,,1,Fleetguard,,,,,,,Fleetguard,
6498,AF4150,600002485,AF4150-Air fliter,Fleetguard,1,AF4150,,1,Fleetguard,,,,,,,Fleetguard,
6499,AF418,600002486,AF418-Air filter,Fleetguard,1,AF418,,1,Fleetguard,,,,,,,Fleetguard,
6500,AF4180,600091744,AF4180 -  AIR FILTER-PLASTIC PANEL ON-EN,Fleetguard,6,AF4180,,1,Fleetguard,,,,,,,Fleetguard,
6501,AF418M,600003681,AF418M - AIR FILTER ELEI,Fleetguard,1,AF418M,,1,Fleetguard,,,,,,,Fleetguard,
6502,AF424,600002489,AF424-Air filter element,Fleetguard,1,AF424,,1,Fleetguard,,,,,,,Fleetguard,
6503,AF427M,600002490,AF427M-Airfilter element,Fleetguard,1,AF427M,,1,Fleetguard,,,,,,,Fleetguard,
6504,AF434KM,600002491,AF434KM-Air filter element,Fleetguard,1,AF434KM,,1,Fleetguard,,,,,,,Fleetguard,
6505,AF437K,600002493,AF437K-Air filter,Fleetguard,1,AF437K,,1,Fleetguard,,,,,,,Fleetguard,
6506,AF4504M,600002496,AF4504M-Air filter,Fleetguard,1,AF4504M,,1,Fleetguard,,,,,,,Fleetguard,
6507,AF4522,600002499,AF4522-Air filter,Fleetguard,1,AF4522,,1,Fleetguard,,,,,,,Fleetguard,
6508,AF4523,600002500,AF4523-Air filter,Fleetguard,1,AF4523,,1,Fleetguard,,,,,,,Fleetguard,
6509,AF4528M,600004042,AF4528M - FUEL FILTER,Fleetguard,1,AF4528M,,1,Fleetguard,,,,,,,Fleetguard,
6510,AF4532,600029034,AF4532- AIR FILTER,Fleetguard,,AF4532,,1,Fleetguard,,,,,,,Fleetguard,
6511,AF4533,600002501,AF4533-Air filter,Fleetguard,,AF4533,,1,Fleetguard,,,,,,,Fleetguard,
6512,AF4539,600002502,AF4539-Air filter,Fleetguard,1,AF4539,,1,Fleetguard,,,,,,,Fleetguard,
6513,AF4548,600002503,AF4548-Air filter,Fleetguard,1,AF4548,,1,Fleetguard,,,,,,,Fleetguard,
6514,AF4550,600002504,AF4550-Air fliter,Fleetguard,1,AF4550,,1,Fleetguard,,,,,,,Fleetguard,
6515,AF4552,600002505,AF4552-Air fliter,Fleetguard,1,AF4552,,1,Fleetguard,,,,,,,Fleetguard,
6516,AF4553M,600003590,AF4553M-Air filter,Fleetguard,1,AF4553M,,1,Fleetguard,,,,,,,Fleetguard,
6517,AF4558,600003885,AF4558-AIR FILTER,Fleetguard,1,AF4558,,1,Fleetguard,,,,,,,Fleetguard,
6518,AF4562M,600002507,AF4562M-Airfilter element,Fleetguard,1,AF4562M,,1,Fleetguard,,,,,,,Fleetguard,
6519,AF4583M,600004251,AF4583M - AIR FILTER,Fleetguard,1,AF4583M,,1,Fleetguard,,,,,,,Fleetguard,
6520,AF4589,600002509,AF4589-Air filter,Fleetguard,1,AF4589,,1,Fleetguard,,,,,,,Fleetguard,
6521,AF4609,600002512,AF4609-Air filter,Fleetguard,1,AF4609,,1,Fleetguard,,,,,,,Fleetguard,
6522,AF4669,600092463,AF4669-AIRFILTER ELEMENT,Fleetguard,1,AF4669,,1,Fleetguard,,,,,,,Fleetguard,
6523,AF4670,600092464,AF4670-AIRFILTER ELEMENT,Fleetguard,1,AF4670,,1,Fleetguard,,,,,,,Fleetguard,
6524,AF4674,600002515,AF4674 - Airfilter element,Fleetguard,1,AF4674,,1,Fleetguard,,,,,,,Fleetguard,
6525,AF4675,600002516,AF4675-Airfilter element,Fleetguard,1,AF4675,,1,Fleetguard,,,,,,,Fleetguard,
6526,AF471,600002517,AF471-Air filter,Fleetguard,1,AF471,,1,Fleetguard,,,,,,,Fleetguard,
6527,AF472,600002520,AF472 - Airfilter element (L#c gi#),Fleetguard,1,AF472,,1,Fleetguard,,,,,,,Fleetguard,
6528,AF4725,600004442,AF4725-AIR FILTER,Fleetguard,1,AF4725,,1,Fleetguard,,,,,,,Fleetguard,
6529,AF472M,600045690,AF472M-AIRFILTER,Fleetguard,1,AF472M,,1,Fleetguard,,,,,,,Fleetguard,
6530,AF4733,600002522,AF4733-Airfilter element,Fleetguard,1,AF4733,,1,Fleetguard,,,,,,,Fleetguard,
6531,AF4747,600002524,AF4747-Airfilter element,Fleetguard,1,AF4747,,1,Fleetguard,,,,,,,Fleetguard,
6532,AF4748K,600002525,AF4748K-Air filter,Fleetguard,1,AF4748K,,1,Fleetguard,,,,,,,Fleetguard,
6533,AF4754,600090402,AF4754-AIRFILTER ELEMENT,Fleetguard,1,AF4754,,1,Fleetguard,,,,,,,Fleetguard,
6534,AF4755,600090401,AF4755-AIRFILTER ELEMENT,Fleetguard,1,AF4755,,1,Fleetguard,,,,,,,Fleetguard,
6535,AF4759M,600003577,Air filter,Fleetguard,1,AF4759M,,1,Fleetguard,,,,,,,Fleetguard,
6536,AF4761M,600002529,AF4761M-Airfilter element,Fleetguard,1,AF4761M,,1,Fleetguard,,,,,,,Fleetguard,
6537,AF4778,600087113,AF4778-AIRFILTER ELEMENT,Fleetguard,1,AF4778,,1,Fleetguard,,,,,,,Fleetguard,
6538,AF4801,600002532,AF4801-Air filter,Fleetguard,1,AF4801,,1,Fleetguard,,,,,,,Fleetguard,
6539,AF4810,600002533,AF4810-Airfilter element,Fleetguard,1,AF4810,,1,Fleetguard,,,,,,,Fleetguard,
6540,AF4819,600002534,AF4819-Air fliter,Fleetguard,1,AF4819,,1,Fleetguard,,,,,,,Fleetguard,
6541,AF4828,600092376,AF4828 - Air Filter,Fleetguard,1,AF4828,,1,Fleetguard,,,,,,,Fleetguard,
6542,AF4838,600002536,AF4838-Air filter,Fleetguard,1,AF4838,,1,Fleetguard,,,,,,,Fleetguard,
6543,AF4858KM,600032228,AF4858KM-AIRFILTER,Fleetguard,1,AF4858KM,,1,Fleetguard,,,,,,,Fleetguard,
6544,AF487,600002540,AF487-AIRFILTER ELEMENT,Fleetguard,1,AF487,,1,Fleetguard,,,,,,,Fleetguard,
6545,AF4874,600002541,AF4874-Air filter,Fleetguard,1,AF4874,,1,Fleetguard,,,,,,,Fleetguard,
6546,AF4878,600027400,AF4878- AIR FILTER,Fleetguard,1,AF4878,,1,Fleetguard,,,,,,,Fleetguard,
6547,AF4884,600029035,AF4884- AIR FILTER,Fleetguard,6,AF4884,,1,Fleetguard,,,,,,,Fleetguard,
6548,AF4887KM,600027401,AF4887KM- AIR FILTER,Fleetguard,1,AF4887KM,,1,Fleetguard,,,,,,,Fleetguard,
6549,AF4894KM,600002542,AF4894KM-Air fliter,Fleetguard,1,AF4894KM,,1,Fleetguard,,,,,,,Fleetguard,
6550,AF4895,600002543,AF4895-Air fliter,Fleetguard,12,AF4895,,1,Fleetguard,,,,,,,Fleetguard,
6551,AF4896,600002544,AF4896-Air filter,Fleetguard,1,AF4896,,1,Fleetguard,,,,,,,Fleetguard,
6552,AF4903,600002545,AF4903-Air filter,Fleetguard,1,AF4903,,1,Fleetguard,,,,,,,Fleetguard,
6553,AF4905M,600002547,AF4905M-Airfilter element,Fleetguard,1,AF4905M,,1,Fleetguard,,,,,,,Fleetguard,
6554,AF4909K,600004359,AF4909K - AIR FILTER,Fleetguard,1,AF4909K,,1,Fleetguard,,,,,,,Fleetguard,
6555,AF490M,600002548,AF490M-Air filter,Fleetguard,1,AF490M,,1,Fleetguard,,,,,,,Fleetguard,
6556,AF4968,600018751,AF4968 - AIRFILTER ELEI,Fleetguard,1,AF4968,,1,Fleetguard,,,,,,,Fleetguard,
6557,AF4970,600010215,AF4970 - AIR FILTER,Fleetguard,1,AF4970,,1,Fleetguard,,,,,,,Fleetguard,
6558,AF4974,600002553,AF4974-Air filter,Fleetguard,,AF4974,,1,Fleetguard,,,,,,,Fleetguard,
6559,AF4999,600002556,AF4999-AIRFILTER,Fleetguard,1,AF4999,,1,Fleetguard,,,,,,,Fleetguard,
6560,AF55727,600067732,AF55727-AIR FILTER -LOC GIO,Fleetguard,1,AF55727,,1,Fleetguard,,,,,,,Fleetguard,
6561,AF55733,600092377,AF55733 - AIRFILTER ELEMENT,Fleetguard,6,AF55733,,1,Fleetguard,,,,,,,Fleetguard,
6562,AF55781,600091598,AF55781 -   AIR FILTER-CABIN,Fleetguard,1,AF55781,,1,Fleetguard,,,,,,Mining,Fleetguard,
6563,AF55815,600091599,AF55815- AIR FILTER-CABIN,Fleetguard,6,AF55815,,1,Fleetguard,,,,,,,Fleetguard,
6564,AF56500,600098488,AF56500 - AIRFILTER TETRAMAX,Fleetguard,1,AF56500,,1,Fleetguard,,,,,,,Fleetguard,
6565,AF804M,600002557,AF804M-Air filter,Fleetguard,1,AF804M,,1,Fleetguard,,,,,,,Fleetguard,
6566,AF822M,600091715,AF822M -  AIR FILTER-SECONDARY,Fleetguard,1,AF822M,,1,Fleetguard,,,,,,,Fleetguard,
6567,AF824K,600002560,AF824K-Airfliter elei,Fleetguard,,AF824K,,1,Fleetguard,,,,,,,Fleetguard,
6568,AF830,600002562,AF830-Airfliter elei,Fleetguard,1,AF830,,1,Fleetguard,,,,,,,Fleetguard,
6569,AF850,600002564,AF850-Airfilter element,Fleetguard,1,AF850,,1,Fleetguard,,,,,,,Fleetguard,
6570,AF851,600002565,AF851-Air filter,Fleetguard,1,AF851,,1,Fleetguard,,,,,,,Fleetguard,
6571,AF851M,600021197,AF851M- AIR FILTER ELEMENT,Fleetguard,1,AF851M,,1,Fleetguard,,,,,,,Fleetguard,
6572,AF871,600030911,AF871-AIR FILTER,Fleetguard,1,AF871,,1,Fleetguard,,,,,,,Fleetguard,
6573,AF872,600002566,AF872-Air filter,Fleetguard,1,AF872,,1,Fleetguard,,,,,,,Fleetguard,
6574,AF872(FOC),600097357,AF872(FOC) - AIRFILTER ELEMENT,Fleetguard,,AF872(FOC),,1,Fleetguard,,,,,,,Fleetguard,
6575,AF872M,600002567,AF872M-Airfilter element,Fleetguard,1,AF872M,,1,Fleetguard,,,,,,,Fleetguard,
6576,AF873M,600002568,AF873M-Air Filter,Fleetguard,1,AF873M,,1,Fleetguard,,,,,,,Fleetguard,
6577,AF880,600002570,AF880 - AIR FILTER,Fleetguard,1,AF880,,1,Fleetguard,,,,,,,Fleetguard,
6578,AF883M,600002571,AF883M-Air filter,Fleetguard,1,AF883M,,1,Fleetguard,,,,,,,Fleetguard,
6579,AF889,600029437,AF889-AIR FILTER,Fleetguard,1,AF889,,1,Fleetguard,,,,,,,Fleetguard,
6580,AF890,600027402,AF890- AIR FILTER,Fleetguard,1,AF890,,1,Fleetguard,,,,,,,Fleetguard,
6581,AF891,600027570,AF891- AIR FILTER,Fleetguard,1,AF891,,1,Fleetguard,,,,,,,Fleetguard,
6582,AF891M,600002572,AF891M-Air filter,Fleetguard,1,AF891M,,1,Fleetguard,,,,,,,Fleetguard,
6583,AF899,600002574,AF899-AIRFILTER,Fleetguard,1,AF899,,1,Fleetguard,,,,,,,Fleetguard,
6584,AF899M,600003682,AF899M - AIR FILTER ELEI,Fleetguard,1,AF899M,,1,Fleetguard,,,,,,,Fleetguard,
6585,AF901,600004360,AF901 - AIR FILTER,Fleetguard,1,AF901,,1,Fleetguard,,,,,,,Fleetguard,
6586,AF903M,600087988,AF903M-AIR FILTER-PRIMARY,Fleetguard,1,AF903M,,1,Fleetguard,,,,,,,Fleetguard,
6587,AF921M,600002577,AF921M-Airfilter element,Fleetguard,1,AF921M,,1,Fleetguard,,,,,,,Fleetguard,
6588,AF922,600002578,AF922-Airfilter element,Fleetguard,1,AF922,,1,Fleetguard,,,,,,,Fleetguard,
6589,AF928M,600002579,AF928M-Air filter,Fleetguard,1,AF928M,,1,Fleetguard,,,,,,,Fleetguard,
6590,AF947,600002580,AF947-Air filter,Fleetguard,1,AF947,,1,Fleetguard,,,,,,,Fleetguard,
6591,AF950,600003683,AF950 - AIR FILTER ELEI,Fleetguard,1,AF950,,1,Fleetguard,,,,,,,Fleetguard,
6592,AF971,600002582,AF971-Air filter,Fleetguard,1,AF971,,1,Fleetguard,,,,,,,Fleetguard,
6593,AF973,600078860,AF973 -AIRFILTER ELEMENT,Fleetguard,1,AF973,,1,Fleetguard,,,,,,,Fleetguard,
6594,AF974,600002583,AF974-Airfilter element,Fleetguard,,AF974,,1,Fleetguard,,,,,,,Fleetguard,
6595,AF975M,600002584,AF975M-Air filter,Fleetguard,1,AF975M,,1,Fleetguard,,,,,,,Fleetguard,
6596,AF976,600002585,AF976-Air filter,Fleetguard,1,AF976,,1,Fleetguard,,,,,,,Fleetguard,
6597,AF990,600077497,AF990-LOC GIO,Fleetguard,1,AF990,,1,Fleetguard,,,,,,,Fleetguard,
6598,AH1100,600002587,AH1100-Airhousing,Fleetguard,1,AH1100,,1,Fleetguard,,,,,,,Fleetguard,
6599,AH1101,600002588,AH1101-Airhousing,Fleetguard,1,AH1101,,1,Fleetguard,,,,,,,Fleetguard,
6600,AH1103,600002589,AH1103-Airhousing,Fleetguard,1,AH1103,,1,Fleetguard,,,,,,,Fleetguard,
6601,AH1104,600002590,AH1104-Airhousing,Fleetguard,,AH1104,,1,Fleetguard,,,,,,,Fleetguard,
6602,AH1107,600002591,AH1107-Airhousing,Fleetguard,1,AH1107,,1,Fleetguard,,,,,,,Fleetguard,
6603,AH1135,600002592,AH1135-Airhousing,Fleetguard,1,AH1135,,1,Fleetguard,,,,,,,Fleetguard,
6604,AH1140,600002594,AH1140-Airhousing,Fleetguard,1,AH1140,,1,Fleetguard,,,,,,,Fleetguard,
6605,AH1141,600002595,AH1141-Airhousing,Fleetguard,1,AH1141,,1,Fleetguard,,,,,,,Fleetguard,
6606,AH1183,600002596,AH1183-Air Housing,Fleetguard,1,AH1183,,1,Fleetguard,,,,,,,Fleetguard,
6607,AH1185,600002597,AH1185-Airhousing,Fleetguard,1,AH1185,,1,Fleetguard,,,,,,,Fleetguard,
6608,AH1194,600072808,AH1194- LOC GIO,Fleetguard,1,AH1194,,1,Fleetguard,,,,,,,Fleetguard,
6609,AH1196,600002600,AH1196-Air Housing,Fleetguard,1,AH1196,,1,Fleetguard,,,,,,,Fleetguard,
6610,AH1199,600002602,AH1199-Airhousing,Fleetguard,1,AH1199,,1,Fleetguard,,,,,,,Fleetguard,
6611,AH19001,600002603,AH19001-Airhousing,Fleetguard,1,AH19001,,1,Fleetguard,,,,,,,Fleetguard,
6612,AH19002,600002604,AH19002-Airhousing,Fleetguard,1,AH19002,,1,Fleetguard,,,,,,,Fleetguard,
6613,AH19003,600002605,AH19003-Air Filter,Fleetguard,1,AH19003,,1,Fleetguard,,,,,,,Fleetguard,
6614,AH19004,600014545,AH19004  - AIR FILTER,Fleetguard,1,AH19004,,1,Fleetguard,,,,,,,Fleetguard,
6615,AH19036,600022137,AH19036-AIR HOUSING,Fleetguard,1,AH19036,,1,Fleetguard,,,,,,,Fleetguard,
6616,AH19037,600002606,AH19037-Airhousing,Fleetguard,1,AH19037,,1,Fleetguard,,,,,,,Fleetguard,
6617,AH19115,600018323,AH19115- AIR HOUSING,Fleetguard,1,AH19115,,1,Fleetguard,,,,,,,Fleetguard,
6618,AH19220,600002607,AH19220-Air Housing,Fleetguard,1,AH19220,,1,Fleetguard,,,,,,,Fleetguard,
6619,AH19260,600069895,AH19260- LOC GIO,Fleetguard,1,AH19260,,1,Fleetguard,,,,,,,Fleetguard,
6620,AH19266,600078685,AH19266 - Airhousing,Fleetguard,1,AH19266,,1,Fleetguard,,,,,,,Fleetguard,
6621,AH19327,600073234,AH19327 - LOC GIO,Fleetguard,1,AH19327,,1,Fleetguard,,,,,,,Fleetguard,
6622,AH19334,600079919,AH19334 - AIR HOUSING-OPTIAIRPLASTIC,Fleetguard,1,AH19334,,1,Fleetguard,,,,,,,Fleetguard,
6623,AH19477,600069894,AH19477- LOC GIO,Fleetguard,1,AH19477,,1,Fleetguard,,,,,,,Fleetguard,
6624,AK 4005 60SS,600078961,"AK 4005 60SS - HOSE,FLEXIBLE",New parts,1,AK 4005 60SS,,1,Parts,,,,,,,New parts,
6625,AK 4011 MS,600078939,"AK 4011 MS - HOSE,FLEXIBLE",New parts,1,AK 4011 MS,,1,Parts,,,,,,,New parts,
6626,AK 4014 SS,600078949,"AK 4014 SS - HOSE,FLEXIBLE",New parts,1,AK 4014 SS,,1,Parts,,,,,,,New parts,
6627,AK 4041 SS,600078950,"AK 4041 SS - HOSE,FLEXIBLE",New parts,1,AK 4041 SS,,1,Parts,,,,,,,New parts,
6628,AK 5009 SS,600078940,"AK 5009 SS - HOSE,FLEXIBLE",New parts,1,AK 5009 SS,,1,Parts,,,,,,,New parts,
6629,AK 6013 20SS,600078962,"AK 6013 20SS - HOSE,FLEXIBLE",New parts,1,AK 6013 20SS,,1,Parts,,,,,,,New parts,
6630,AK0601320SS,600052442,"AK0601320SS-HOSE, FLEXIBLE",New parts,,AK0601320SS,,1,Parts,,,,,,,New parts,
6631,AK10011 40SS,600078951,"AK10011 40SS - HOSE,FLEXIBLE",New parts,1,AK10011 40SS,,1,Parts,,,,,,,New parts,
6632,AK400560,600002228,"AK400560 - Hose, flexible",New parts,,AK400560,,1,Parts,,,,,,,New parts,
6633,AK601320,600002229,"AK601320 - Hose, flexible",New parts,,AK601320,,1,Parts,,,,,,,New parts,
6634,AK 6014 SS,600015391,"AK 6014 SS- HOSE, FLEXIBLE",New parts,1,AK 6014 SS,,1,Parts,,,,,,,New parts,
6635,AP8404,600010191,AP8404 - AIR PRECLEANER,New parts,1,AP8404,,1,Parts,,,,,,,New parts,
6636,AR2308,600094754,"AR 2308 - LEVER,ROCKER",New parts,,AR2308,,1,Parts,,,,,,,New parts,
6637,AR02308,600033380,"AR02308- Lever, Rocker",New parts,,AR02308,,1,Parts,,,,,,,New parts,
6638,AR12250,600072936,AR12250- BO MIENG,New parts,1,AR12250,,1,Parts,,,,,,,New parts,
6639,AR12252,600073269,AR12252- BO MIENG,New parts,1,AR12252,,1,Parts,,,,,,Kit K19,New parts,
6640,AR12270,600002234,AR12270-Main bearing,New parts,1,AR12270,,1,Parts,,,,,,,New parts,
6641,AR12271,600002235,"AR12271-Set, main bearing",New parts,1,AR12271,,1,Parts,,,,,,,New parts,
6642,AR12272,600012208,AR12272 - SET MAIN BEARING,New parts,1,AR12272,,1,Parts,,,,,,,New parts,
6643,AR3640,600069191,AR3640-BAC LOT COT MAY,New parts,,AR3640,,1,Parts,,,,,,,New parts,
6644,AR40230,600002237,AR40230-Drive Governor,New parts,1,AR40230,,1,Parts,,,,,,,New parts,
6645,AR41010,600002238,"AR41010-Shart, Throttle",New parts,,AR41010,,1,Parts,,,,,,,New parts,
6646,AR7746,600075388,AR7746- PULLEY DRIVE,New parts,,AR7746,,1,Parts,,,,,,,New parts,
6647,AR8069,600069190,AR8069-XYLANH,New parts,,AR8069,,1,Parts,,,,,,,New parts,
6648,AS12020 SS,600015438,"AS12020 SS- HOSE, FLEXIBLE",New parts,1,AS12020 SS,,1,Parts,,,,,,,New parts,
6649,AS16020NF,600077740,"AS16020NF-HOSE,FLEXIBLE",New parts,,AS16020NF,,1,Parts,,,,,,,New parts,
6650,AS16025NF,600077741,"AS16025NF-HOSE,FLEXIBLE",New parts,,AS16025NF,,1,Parts,,,,,,,New parts,
6651,AS2334,600004252,AS2334 - AIR SEP,Fleetguard,,AS2334,,1,Fleetguard,,,,,,,Fleetguard,
6652,AS2388,600016051,AS2388- AIR SEP,Fleetguard,1,AS2388,,1,Fleetguard,,,,,,,Fleetguard,
6653,AS2390,600004253,AS2390 - AIR SEP,Fleetguard,1,AS2390,,1,Fleetguard,,,,,,,Fleetguard,
6654,AS2445,600002612,AS2445-Air Sep,Fleetguard,1,AS2445,,1,Fleetguard,,,,,,,Fleetguard,
6655,AS2446,600002613,AS2446-Air Sep,Fleetguard,1,AS2446,,1,Fleetguard,,,,,,,Fleetguard,
6656,AS2452,600020042,AS2452- AIR SEP,Fleetguard,1,AS2452,,1,Fleetguard,,,,,,,Fleetguard,
6657,AS2453,600015048,AS2453- AIR SEP,Fleetguard,1,AS2453,,1,Fleetguard,,,,,,,Fleetguard,
6658,AS2454,600002614,AS2454-Air Sep,Fleetguard,1,AS2454,,1,Fleetguard,,,,,,,Fleetguard,
6659,AS2455,600018105,AS2455 - AIR SEP,Fleetguard,1,AS2455,,1,Fleetguard,,,,,,,Fleetguard,
6660,AS2458,600002616,AS2458-Air Sep,Fleetguard,1,AS2458,,1,Fleetguard,,,,,,,Fleetguard,
6661,AS2459,600018106,AS2459 - AIR SEP,Fleetguard,1,AS2459,,1,Fleetguard,,,,,,,Fleetguard,
6662,AS2462,600002617,AS2462-Air Sep,Fleetguard,1,AS2462,,1,Fleetguard,,,,,,,Fleetguard,
6663,AS2468,600002618,AS2468-Air Sep,Fleetguard,1,AS2468,,1,Fleetguard,,,,,,,Fleetguard,
6664,AS2474,600032230,AS2474-AIR SEP,Fleetguard,12,AS2474,,1,Fleetguard,,,,,,,Fleetguard,
6665,AS2477,600032237,AS2477-AIR SEP,Fleetguard,1,AS2477,,1,Fleetguard,,,,,,,Fleetguard,
6666,AS2512,600087641,AS2512-AIR/OIL SEPARATOR,Fleetguard,,AS2512,,1,Fleetguard,,,,,,,Fleetguard,
6667,ASM-170,600045501,ASM-170-AUTO START MODULE WITH TOGGLE SW,New parts,,ASM-170,,1,Parts,,,,,,,New parts,
6668,ATS800A,600027204,ATS 800A,New parts,,ATS800A,,1,Parts,,,,,,,New parts,
6669,IG3200XXBAA,600066910,IG3200XXBAA-ComAp InteliGen 200,Local,,IG3200XXBAA,,1,Parts,,,,,,,Local,
6670,DSEBC2410Ei,600066911,Bộ sạc Deepsea DSEBC2410Ei,Local,,DSEBC2410Ei,,1,Parts,,,,,,,Local,
6671,AWV5438RCU6,600078534,AWV5438RCU6 - Radiator Cooling Section f,New parts,,AWV5438RCU6,,1,Parts,,,,,,,New parts,
6672,COOLINGSECTION,600070947,COOLING SECTION-RAD.AWV5438RP6-FOR KTA38,New parts,,COOLINGSECTION,,1,Parts,,,,,,,New parts,
6673,CORE,600046646,CORE-AWV6949RBB,New parts,,CORE,,3,Parts,,,,,,,New parts,
6674,AWV7777ECU48BB,600078171,AWV7777ECU48BB-PARTS FOR LIBRA RADIATOR,New parts,,AWV7777ECU48BB,,1,Parts,,,,,,,New parts,
6675,AWV8111RCU4,600065253,AWV8111RCU4-RADIATOR FOR 6BTA5.9-G3,New parts,,AWV8111RCU4,,1,Parts,,,,,,,New parts,
