Lot,No,Date,From plant,To plant,Status,STO,SAP,Part code,Qty,weight/pce,Est weight,L,W,H
137,1,44965,VNT0,VN49,In Progress,8150313521,600043990,2872254,1,,#N/A,#N/A,#N/A,#N/A
137,2,44965,VNT0,VN49,In Progress,8150313521,600003951,3087587,6,,7.2,23,9,6
137,3,44965,VNT0,VN49,In Progress,8150313521,600001726,3904166,6,,6,13,13,26
138,1,44970,VN49,VNT0,In Progress,8150313768,600096180,5473305,7,,25.06,24,19,21
138,2,44970,VN49,VNT0,In Progress,8150313768,600014515,3937690RX,1,,8.3,41.6,28.3,27.6
138,3,44970,VN49,VNT0,In Progress,8150313768,600018161,4921475,1,,0.131,3,3,18
138,4,44970,VN49,VNT0,In Progress,8150313768,600098673,0130-4434,1,,0.052,4,1,1
138,5,44970,VN49,VNT0,In Progress,8150313768,600113143,0132-0499,1,,1,9,9,9
138,6,44970,VN49,VNT0,In Progress,8150313768,600073173,5263529,1,,3.63,18,16,17
138,7,44970,VN49,VNT0,In Progress,8150313768,600079991,0300-5685-01,1,,0.263,34,45,1
138,8,44970,VN49,VNT0,In Progress,8150313768,600112461,5491994,1,,0.06,7,6.5,4.5
138,9,44970,VN49,VNT0,In Progress,,600113144,0140-3288-01,4,,28,30,30,36
139,1,44970,VN49,VNT0,In Progress,8150313769,600000404,193736,18,,0.054,3,3,1
139,2,44970,VN49,VNT0,In Progress,8150313769,600066498,3033740,1,,0.03,10,15,1
139,3,44970,VN49,VNT0,In Progress,8150313769,600074895,3927313,1,,8,10,23,23
140,1,44970,VNT0,VN49,In Progress,8150313825,600080564,2882087,6,,2.52,11,9,7
140,2,44970,VNT0,VN49,In Progress,8150313825,600080375,3685173,1,,0.034,19,19,3
140,3,44970,VNT0,VN49,In Progress,8150313825,600080565,3689567,1,,2.2,109,39,2
140,4,44970,VNT0,VN49,In Progress,8150313825,600086443,4299124,1,,0.011,21,19,1
140,5,44970,VNT0,VN49,In Progress,8150313825,600086442,4299125,2,,0.018,13,13,1
140,6,44970,VNT0,VN49,In Progress,8150313825,600079280,4356366,48,,1.44,9.5,4,14
140,7,44970,VNT0,VN49,In Progress,8150313825,600014200,4955383,1,,0.58,24,24,3
140,8,44970,VNT0,VN49,In Progress,8150313825,600004440,4965569,2,,1.22,24.8,5.1,22.9
140,9,44970,VNT0,VN49,In Progress,8150313825,600111896,5473000,6,,48,20,20,37
140,10,44970,VNT0,VN49,In Progress,8150313825,600112536,5658176,1,,#N/A,#N/A,#N/A,#N/A
140,11,44970,VNT0,VN49,In Progress,8150313825,600112721,5719778,2,,#N/A,#N/A,#N/A,#N/A
141,1,44971,VN49,VNT0,In Progress,8150313854,600002393,AF25278,4,,23.36,44,44,50
142,1,44971,VNT0,VN49,In Progress,8150313868,600020051,LF9050,6,,16.08,14,14,32
143,1,44972,VNT0,VN49,In Progress,8150313902,600002156,4089478,1,,2.412,100,38,5
144,1,44973,VNT0,VN49,In Progress,8150313989,600002156,4089478,1,,2.412,100,38,5
145,1,44973,VNT0,VN49,In Progress,8150314091,600080026,0193-0568,1,,0.106,9,3.8,9
146,1,44973,VNT0,VN49,In Progress,8150314207,600096180,5473305,1,,3.58,24,19,
